fico,dti,delinq_2yrs,inq_last_6mths,pub_rec,revol_util,total_acc,annual_inc,emp_length,home_ownership,loan_amnt,int_rate,term,grade,purpose,state_gdp_2012,default,dti_w,annual_inc_w,loan_amnt_w,state_gdp_2012_w,log_income,log_state_gdp,fico_10,dti_5,loan_amnt_1000
722.0,13.66,0.0,2.0,0.0,43.1,49.0,50000.0,10+ years,OWN,20000.0,13.11,36,B,debt_consolidation,175328.5,0,13.66,50000.0,20000.0,175328.5,10.819798284210286,12.074416636131849,72.2,2.732,20.0
692.0,15.46,0.0,2.0,0.0,64.1,22.0,60000.0,10+ years,MORTGAGE,11000.0,13.99,36,C,debt_consolidation,128764.2,0,15.46,60000.0,11000.0,128764.2,11.002116507732017,11.765738103706484,69.2,3.092,11.0
672.0,15.73,1.0,3.0,0.0,92.3,22.0,163000.0,10+ years,MORTGAGE,19500.0,19.22,36,D,credit_card,720881.5,0,15.73,163000.0,19500.0,720881.5,12.001511614739405,13.488230047696899,67.2,3.146,19.5
697.0,18.55,0.0,0.0,0.0,87.7,34.0,150000.0,6 years,MORTGAGE,21000.0,13.67,36,B,credit_card,273593.9,0,18.55,150000.0,21000.0,273593.9,11.918397239722838,12.51940016916035,69.7,3.71,21.0
672.0,27.26,0.0,0.0,0.0,75.8,32.0,50000.0,1 year,OWN,10400.0,13.99,36,C,credit_card,640663.1,0,27.26,50000.0,10400.0,640663.1,10.819798284210286,13.370259012711182,67.2,5.452,10.4
717.0,16.93,0.0,0.0,0.0,28.5,24.0,37000.0,6 years,MORTGAGE,8000.0,8.9,36,A,debt_consolidation,640663.1,0,16.93,37000.0,8000.0,640663.1,10.518700218288165,13.370259012711182,71.7,3.386,8.0
662.0,16.06,1.0,1.0,0.0,62.2,21.0,105000.0,2 years,MORTGAGE,5000.0,16.29,36,C,debt_consolidation,244114.4,0,16.06,105000.0,5000.0,244114.4,11.561725152903833,12.405392246857383,66.2,3.2119999999999997,5.0
697.0,15.85,0.0,3.0,0.0,75.6,49.0,115000.0,10+ years,OWN,10000.0,13.67,36,B,debt_consolidation,1323400.8,1,15.85,115000.0,10000.0,1323400.8,11.652696102959753,14.095715345063464,69.7,3.17,10.0
702.0,29.14,1.0,1.0,0.0,65.3,19.0,60000.0,10+ years,RENT,6000.0,10.74,36,B,credit_card,640663.1,0,29.14,60000.0,6000.0,640663.1,11.002116507732017,13.370259012711182,70.2,5.828,6.0
732.0,14.89,0.0,0.0,0.0,23.0,17.0,95500.0,10+ years,RENT,10000.0,7.9,36,A,debt_consolidation,768722.9,0,14.89,95500.0,10000.0,768722.9,11.466891997618188,13.552485845448977,73.2,2.978,10.0
687.0,23.64,0.0,0.0,0.0,74.0,21.0,50000.0,10+ years,RENT,16000.0,13.67,36,B,debt_consolidation,720881.5,0,23.64,50000.0,16000.0,720881.5,10.819798284210286,13.488230047696899,68.7,4.728,16.0
672.0,14.18,0.0,3.0,0.0,94.4,10.0,175440.0,2 years,MORTGAGE,7000.0,18.25,36,D,debt_consolidation,519569.0,0,14.18,175440.0,7000.0,519569.0,12.075058083029926,13.160754900720871,67.2,2.836,7.0
667.0,24.07,0.0,0.0,0.0,95.6,21.0,51000.0,6 years,MORTGAGE,10200.0,18.55,36,D,debt_consolidation,1410447.8,0,24.07,51000.0,10200.0,1410447.8,10.839600519357369,14.159417800586231,66.7,4.814,10.2
697.0,9.11,0.0,0.0,0.0,59.0,14.0,42000.0,5 years,RENT,15000.0,13.11,36,B,debt_consolidation,640663.1,1,9.11,42000.0,15000.0,640663.1,10.645448706505872,13.370259012711182,69.7,1.8219999999999998,15.0
697.0,32.13,0.0,1.0,0.0,61.6,25.0,64726.94,6 years,RENT,26400.0,17.27,36,D,debt_consolidation,1323400.8,0,31.694400000000005,64726.94,26400.0,1323400.8,11.077948226531369,14.095715345063464,69.7,6.338880000000001,26.4
712.0,3.48,0.0,0.0,0.0,32.1,30.0,90000.0,10+ years,MORTGAGE,15000.0,12.12,36,B,house,418742.3,1,3.48,90000.0,15000.0,418742.3,11.407576060361786,12.94501097389265,71.2,0.696,15.0
727.0,18.26,0.0,0.0,0.0,41.1,18.0,60000.0,6 years,RENT,25000.0,9.76,36,B,debt_consolidation,1323400.8,0,18.26,60000.0,25000.0,1323400.8,11.002116507732017,14.095715345063464,72.7,3.652,25.0
692.0,25.36,0.0,0.0,0.0,84.3,33.0,60000.0,10+ years,MORTGAGE,20000.0,13.11,36,B,credit_card,443566.1,0,25.36,60000.0,20000.0,443566.1,11.002116507732017,13.0026021113398,69.2,5.072,20.0
712.0,25.11,0.0,1.0,0.0,76.6,28.0,70000.0,8 years,MORTGAGE,15000.0,13.67,36,B,credit_card,640663.1,0,25.11,70000.0,15000.0,640663.1,11.156264806643742,13.370259012711182,71.2,5.022,15.0
672.0,25.54,0.0,0.0,0.0,40.0,15.0,26544.0,< 1 year,RENT,9700.0,14.65,36,C,debt_consolidation,273593.9,0,25.54,26544.0,9700.0,273593.9,10.186596685017772,12.51940016916035,67.2,5.108,9.7
697.0,18.25,0.0,1.0,0.0,59.1,36.0,92000.0,4 years,MORTGAGE,16000.0,14.65,36,C,credit_card,444478.2,0,18.25,92000.0,16000.0,444478.2,11.429554725537322,13.00465628886389,69.7,3.65,16.0
737.0,6.94,0.0,1.0,0.0,35.4,28.0,110000.0,1 year,RENT,12000.0,7.62,36,A,major_purchase,2144089.6,0,6.94,110000.0,12000.0,2144089.6,11.608244735642321,14.578225591344385,73.7,1.3880000000000001,12.0
662.0,26.66,0.0,1.0,0.0,86.9,22.0,45000.0,< 1 year,RENT,19200.0,23.13,60,F,credit_card,127789.1,0,26.66,45000.0,19200.0,127789.1,10.714439990727769,11.758136527773347,66.2,5.332,19.2
662.0,23.24,3.0,0.0,0.0,92.2,29.0,27000.0,4 years,RENT,3500.0,17.99,36,D,debt_consolidation,1323400.8,0,23.24,27000.0,3500.0,1323400.8,10.203629181337648,14.095715345063464,66.2,4.648,3.5
712.0,19.64,0.0,0.0,0.0,83.5,25.0,68666.0,5 years,MORTGAGE,6000.0,7.9,36,A,debt_consolidation,87644.8,1,19.64,68666.0,6000.0,87644.8,11.137024013460758,11.381047561721246,71.2,3.928,6.0
672.0,18.53,0.0,0.0,0.0,56.6,25.0,57560.0,6 years,RENT,10000.0,13.99,36,C,debt_consolidation,2144089.6,0,18.53,57560.0,10000.0,2144089.6,10.96060053402621,14.578225591344385,67.2,3.7060000000000004,10.0
662.0,18.34,1.0,1.0,0.0,92.5,33.0,50000.0,1 year,RENT,12000.0,18.55,36,D,home_improvement,28893.6,1,18.34,50000.0,12000.0,43550.7,10.819798284210286,10.681681055630232,66.2,3.668,12.0
692.0,33.21,0.0,0.0,0.0,95.4,23.0,28000.0,,RENT,6075.0,18.25,60,D,debt_consolidation,43550.7,0,31.694400000000005,28000.0,6075.0,43550.7,10.239995502805316,10.681681055630232,69.2,6.338880000000001,6.075
737.0,21.84,0.0,0.0,0.0,29.7,37.0,47800.0,10+ years,MORTGAGE,16800.0,12.12,60,B,debt_consolidation,186553.9,0,21.84,47800.0,16800.0,186553.9,10.774801838762809,12.136475484354124,73.7,4.368,16.8
757.0,7.93,0.0,1.0,0.0,26.2,61.0,175000.0,< 1 year,RENT,30000.0,21.48,60,E,debt_consolidation,720881.5,0,7.93,175000.0,30000.0,720881.5,12.07254696717504,13.488230047696899,75.7,1.5859999999999999,30.0
662.0,27.02,0.0,1.0,0.0,96.3,19.0,37000.0,5 years,OWN,15000.0,20.99,36,E,debt_consolidation,1410447.8,1,27.02,37000.0,15000.0,1410447.8,10.518700218288165,14.159417800586231,66.2,5.404,15.0
682.0,27.29,0.0,0.0,0.0,61.1,20.0,70000.0,6 years,MORTGAGE,20000.0,13.99,36,C,credit_card,768722.9,0,27.29,70000.0,20000.0,768722.9,11.156264806643742,13.552485845448977,68.2,5.458,20.0
667.0,29.68,0.0,3.0,0.0,75.5,42.0,95000.0,10+ years,MORTGAGE,24000.0,23.13,60,F,debt_consolidation,640663.1,0,29.68,95000.0,24000.0,640663.1,11.461642696843066,13.370259012711182,66.7,5.936,24.0
707.0,21.24,0.0,0.0,0.0,73.5,42.0,140000.0,10+ years,MORTGAGE,35000.0,17.27,36,D,debt_consolidation,720881.5,1,21.24,140000.0,35000.0,720881.5,11.849404844423074,13.488230047696899,70.7,4.247999999999999,35.0
687.0,10.82,3.0,0.0,0.0,38.8,33.0,56000.0,1 year,MORTGAGE,20000.0,18.55,60,D,debt_consolidation,273593.9,0,10.82,56000.0,20000.0,273593.9,10.933124826700707,12.51940016916035,68.7,2.164,20.0
667.0,32.4,1.0,2.0,0.0,62.5,13.0,26000.0,5 years,RENT,12250.0,17.27,36,D,debt_consolidation,28893.6,1,31.694400000000005,26000.0,12250.0,43550.7,10.165890277802454,10.681681055630232,66.7,6.338880000000001,12.25
732.0,16.42,0.0,0.0,0.0,84.6,15.0,55000.0,10+ years,MORTGAGE,11500.0,7.9,36,A,credit_card,107718.8,0,16.42,55000.0,11500.0,107718.8,10.915106645867503,11.58727940687091,73.2,3.2840000000000003,11.5
687.0,15.87,0.0,1.0,0.0,89.2,21.0,59000.0,8 years,RENT,23000.0,20.5,60,E,debt_consolidation,1410447.8,0,15.87,59000.0,23000.0,1410447.8,10.985309671896763,14.159417800586231,68.7,3.174,23.0
682.0,22.0,0.0,0.0,0.0,94.1,19.0,48000.0,6 years,MORTGAGE,11300.0,14.65,36,C,debt_consolidation,173238.8,0,22.0,48000.0,11300.0,173238.8,10.778977123006351,12.06242626849783,68.2,4.4,11.3
672.0,20.2,1.0,1.0,0.0,93.5,28.0,90000.0,6 years,RENT,25000.0,24.2,60,G,debt_consolidation,1323400.8,0,20.2,90000.0,25000.0,1323400.8,11.407576060361786,14.095715345063464,67.2,4.04,25.0
672.0,20.28,0.0,0.0,0.0,65.4,9.0,30000.0,5 years,RENT,11600.0,14.65,36,C,debt_consolidation,2144089.6,1,20.28,30000.0,11600.0,2144089.6,10.308985993422082,14.578225591344385,67.2,4.056,11.6
672.0,22.29,0.0,1.0,0.0,48.8,16.0,24000.0,< 1 year,RENT,5000.0,15.81,36,C,credit_card,2144089.6,0,22.29,24000.0,5000.0,2144089.6,10.085850775128717,14.578225591344385,67.2,4.458,5.0
707.0,8.86,0.0,0.0,0.0,46.4,25.0,50000.0,< 1 year,MORTGAGE,7100.0,7.9,36,A,credit_card,1410447.8,0,8.86,50000.0,7100.0,1410447.8,10.819798284210286,14.159417800586231,70.7,1.7719999999999998,7.1
682.0,13.61,0.0,1.0,0.0,90.9,21.0,38000.0,10+ years,RENT,10000.0,15.81,36,C,credit_card,768722.9,1,13.61,38000.0,10000.0,768722.9,10.545367754151743,13.552485845448977,68.2,2.722,10.0
737.0,24.92,0.0,1.0,0.0,35.4,50.0,82000.0,10+ years,MORTGAGE,4000.0,7.62,36,A,home_improvement,107718.8,0,24.92,82000.0,4000.0,107718.8,11.314486721293981,11.58727940687091,73.7,4.984,4.0
742.0,0.33,0.0,0.0,0.0,20.7,3.0,96000.0,5 years,RENT,5000.0,8.9,36,A,other,1323400.8,0,1.05,96000.0,5000.0,1323400.8,11.472113887062386,14.095715345063464,74.2,0.21000000000000002,5.0
707.0,2.13,0.0,1.0,0.0,12.6,18.0,150000.0,1 year,RENT,7000.0,9.76,36,B,house,2144089.6,0,2.13,150000.0,7000.0,2144089.6,11.918397239722838,14.578225591344385,70.7,0.426,7.0
682.0,22.94,0.0,0.0,0.0,73.1,12.0,35000.0,< 1 year,RENT,7200.0,12.12,36,B,debt_consolidation,334555.5,0,22.94,35000.0,7200.0,334555.5,10.463131911491967,12.72055806406985,68.2,4.588,7.2
722.0,18.07,0.0,0.0,0.0,45.1,27.0,54600.0,4 years,MORTGAGE,4000.0,7.62,36,A,debt_consolidation,175328.5,0,18.07,54600.0,4000.0,175328.5,10.907807476583594,12.074416636131849,72.2,3.614,4.0
697.0,16.49,0.0,1.0,0.0,83.9,22.0,90000.0,10+ years,MORTGAGE,18000.0,14.65,36,C,debt_consolidation,2144089.6,0,16.49,90000.0,18000.0,2144089.6,11.407576060361786,14.578225591344385,69.7,3.2979999999999996,18.0
702.0,32.71,0.0,0.0,0.0,72.6,36.0,43000.0,2 years,MORTGAGE,7000.0,8.9,36,A,credit_card,443566.1,0,31.694400000000005,43000.0,7000.0,443566.1,10.668978650219241,13.0026021113398,70.2,6.338880000000001,7.0
797.0,29.62,0.0,4.0,0.0,7.6,34.0,66000.0,9 years,MORTGAGE,4800.0,6.62,36,A,car,175328.5,0,29.62,66000.0,4800.0,175328.5,11.097425172408931,12.074416636131849,79.7,5.924,4.8
677.0,21.89,0.0,0.0,0.0,67.5,14.0,36000.0,5 years,MORTGAGE,16425.0,14.65,36,C,debt_consolidation,1323400.8,0,21.89,36000.0,16425.0,1323400.8,10.491301994830229,14.095715345063464,67.7,4.378,16.425
712.0,14.98,0.0,0.0,0.0,76.2,33.0,130000.0,4 years,MORTGAGE,22500.0,13.11,36,B,credit_card,1410447.8,0,14.98,130000.0,22500.0,1410447.8,11.775297421715827,14.159417800586231,71.2,2.996,22.5
767.0,19.03,0.0,2.0,0.0,15.1,27.0,42000.0,7 years,RENT,4500.0,6.62,36,A,debt_consolidation,1410447.8,0,19.03,42000.0,4500.0,1410447.8,10.645448706505872,14.159417800586231,76.7,3.806,4.5
762.0,12.23,0.0,0.0,0.0,34.0,26.0,74000.0,10+ years,MORTGAGE,28000.0,10.74,60,B,credit_card,2144089.6,0,12.23,74000.0,28000.0,2144089.6,11.211833885608513,14.578225591344385,76.2,2.446,28.0
667.0,30.55,0.0,0.0,0.0,90.8,20.0,128000.0,5 years,MORTGAGE,28000.0,24.33,60,G,debt_consolidation,540882.4,0,30.55,128000.0,28000.0,540882.4,11.759793355371237,13.200957158968144,66.7,6.11,28.0
672.0,11.06,0.0,0.0,0.0,62.0,17.0,65000.0,4 years,MORTGAGE,8725.0,13.99,36,C,debt_consolidation,640663.1,0,11.06,65000.0,8725.0,640663.1,11.082157933374816,13.370259012711182,67.2,2.212,8.725
707.0,33.28,0.0,2.0,0.0,80.9,26.0,110000.0,10+ years,MORTGAGE,15000.0,13.99,36,C,debt_consolidation,233481.2,1,31.694400000000005,110000.0,15000.0,233481.2,11.608244735642321,12.36085683893104,70.7,6.338880000000001,15.0
672.0,14.4,2.0,0.0,0.0,64.4,13.0,26000.0,9 years,RENT,6000.0,13.11,36,B,credit_card,2144089.6,0,14.4,26000.0,6000.0,2144089.6,10.165890277802454,14.578225591344385,67.2,2.88,6.0
682.0,9.06,2.0,0.0,0.0,73.5,18.0,95000.0,6 years,MORTGAGE,20000.0,13.99,36,C,debt_consolidation,720881.5,0,9.06,95000.0,20000.0,720881.5,11.461642696843066,13.488230047696899,68.2,1.812,20.0
667.0,34.56,0.0,0.0,0.0,95.2,9.0,35000.0,1 year,RENT,15000.0,20.5,36,E,car,640663.1,0,31.694400000000005,35000.0,15000.0,640663.1,10.463131911491967,13.370259012711182,66.7,6.338880000000001,15.0
817.0,15.82,0.0,0.0,0.0,9.8,37.0,50304.0,10+ years,MORTGAGE,6000.0,6.03,36,A,debt_consolidation,2144089.6,0,15.82,50304.0,6000.0,2144089.6,10.825859754726151,14.578225591344385,81.7,3.164,6.0
742.0,30.76,0.0,0.0,0.0,42.3,29.0,90000.0,10+ years,MORTGAGE,25000.0,13.11,60,B,debt_consolidation,445120.7,0,30.76,90000.0,25000.0,445120.7,11.407576060361786,13.006100760325612,74.2,6.152,25.0
662.0,6.92,0.0,0.0,0.0,93.0,7.0,56000.0,10+ years,RENT,10000.0,18.55,36,D,debt_consolidation,1410447.8,0,6.92,56000.0,10000.0,1410447.8,10.933124826700707,14.159417800586231,66.2,1.384,10.0
682.0,17.33,0.0,2.0,0.0,89.7,25.0,125000.0,10+ years,RENT,8875.0,15.31,36,C,credit_card,444478.2,0,17.33,125000.0,8875.0,444478.2,11.736077016252437,13.00465628886389,68.2,3.4659999999999997,8.875
677.0,24.11,0.0,0.0,0.0,89.2,31.0,71176.0,7 years,MORTGAGE,35000.0,23.13,60,F,credit_card,443566.1,1,24.11,71176.0,35000.0,443566.1,11.172925011505574,13.0026021113398,67.7,4.822,35.0
667.0,26.58,0.0,0.0,0.0,85.8,47.0,69000.0,10+ years,MORTGAGE,2600.0,18.25,36,D,debt_consolidation,443566.1,1,26.58,69000.0,2600.0,443566.1,11.141876276228,13.0026021113398,66.7,5.316,2.6
697.0,0.3,0.0,0.0,0.0,1.8,22.0,100000.0,10+ years,RENT,10000.0,14.65,36,C,major_purchase,1323400.8,0,1.05,100000.0,10000.0,1323400.8,11.51293546492023,14.095715345063464,69.7,0.21000000000000002,10.0
692.0,11.33,0.0,1.0,0.0,82.2,9.0,45830.0,10+ years,RENT,13000.0,14.65,36,C,debt_consolidation,1410447.8,0,11.33,45830.0,13000.0,1410447.8,10.732715997033832,14.159417800586231,69.2,2.266,13.0
712.0,10.85,0.0,1.0,0.0,28.5,16.0,93000.0,4 years,RENT,4300.0,9.76,36,B,debt_consolidation,400623.3,0,10.85,93000.0,4300.0,400623.3,11.440365524765756,12.900776863278333,71.2,2.17,4.3
662.0,26.33,0.0,1.0,0.0,6.9,34.0,35000.0,1 year,RENT,3000.0,15.81,36,C,other,519569.0,0,26.33,35000.0,3000.0,519569.0,10.463131911491967,13.160754900720871,66.2,5.266,3.0
687.0,34.63,0.0,0.0,0.0,79.5,23.0,35831.0,,MORTGAGE,17325.0,18.55,60,D,debt_consolidation,175328.5,0,31.694400000000005,35831.0,17325.0,175328.5,10.486596627887137,12.074416636131849,68.7,6.338880000000001,17.325
672.0,33.71,0.0,0.0,0.0,55.3,35.0,33000.0,10+ years,RENT,16450.0,18.25,36,D,debt_consolidation,1323400.8,1,31.694400000000005,33000.0,16450.0,1323400.8,10.404293143019792,14.095715345063464,67.2,6.338880000000001,16.45
697.0,10.55,0.0,0.0,0.0,18.4,11.0,68000.0,2 years,MORTGAGE,5600.0,10.74,36,B,debt_consolidation,443566.1,0,10.55,68000.0,5600.0,443566.1,11.127277689932466,13.0026021113398,69.7,2.1100000000000003,5.6
672.0,26.55,0.0,0.0,0.0,58.6,59.0,62000.0,6 years,MORTGAGE,3000.0,19.22,36,D,debt_consolidation,244114.4,1,26.55,62000.0,3000.0,244114.4,11.034905792929415,12.405392246857383,67.2,5.3100000000000005,3.0
662.0,20.13,0.0,3.0,0.0,80.2,15.0,40000.0,2 years,RENT,6000.0,17.27,36,D,wedding,768722.9,0,20.13,40000.0,6000.0,768722.9,10.596659732783579,13.552485845448977,66.2,4.026,6.0
677.0,26.95,0.0,1.0,0.0,75.2,29.0,38000.0,2 years,RENT,6000.0,13.67,36,B,major_purchase,640663.1,0,26.95,38000.0,6000.0,640663.1,10.545367754151743,13.370259012711182,67.7,5.39,6.0
692.0,23.17,0.0,1.0,0.0,76.9,23.0,45000.0,6 years,RENT,12000.0,13.99,36,C,debt_consolidation,640663.1,0,23.17,45000.0,12000.0,640663.1,10.714439990727769,13.370259012711182,69.2,4.634,12.0
677.0,24.0,0.0,1.0,0.0,84.6,23.0,55000.0,6 years,MORTGAGE,10000.0,15.31,36,C,debt_consolidation,768722.9,1,24.0,55000.0,10000.0,768722.9,10.915106645867503,13.552485845448977,67.7,4.8,10.0
717.0,25.97,0.0,1.0,0.0,45.9,31.0,119000.0,10+ years,MORTGAGE,4000.0,8.9,36,A,debt_consolidation,244114.4,0,25.97,119000.0,4000.0,244114.4,11.686887175419702,12.405392246857383,71.7,5.194,4.0
697.0,12.17,0.0,0.0,0.0,36.5,18.0,25000.0,5 years,RENT,10625.0,12.12,36,B,credit_card,2144089.6,0,12.17,25000.0,10625.0,2144089.6,10.12667110305036,14.578225591344385,69.7,2.434,10.625
742.0,6.26,0.0,0.0,0.0,9.5,21.0,50000.0,5 years,OWN,2200.0,6.62,36,A,credit_card,444478.2,0,6.26,50000.0,2200.0,444478.2,10.819798284210286,13.00465628886389,74.2,1.252,2.2
667.0,23.79,0.0,0.0,0.0,75.9,9.0,45000.0,1 year,RENT,17625.0,20.99,60,E,debt_consolidation,268068.2,1,23.79,45000.0,17625.0,268068.2,10.714439990727769,12.498996704730999,66.7,4.758,17.625
662.0,24.44,0.0,0.0,0.0,81.4,35.0,45000.0,7 years,RENT,6000.0,14.65,36,C,credit_card,2144089.6,0,24.44,45000.0,6000.0,2144089.6,10.714439990727769,14.578225591344385,66.2,4.888,6.0
682.0,27.72,0.0,0.0,0.0,63.9,18.0,75000.0,5 years,RENT,10000.0,13.11,36,B,debt_consolidation,519569.0,0,27.72,75000.0,10000.0,519569.0,11.225256725762893,13.160754900720871,68.2,5.544,10.0
672.0,25.98,0.0,1.0,0.0,76.5,11.0,40320.0,10+ years,RENT,20000.0,18.55,36,D,debt_consolidation,400623.3,1,25.98,40320.0,20000.0,400623.3,10.604627704024997,12.900776863278333,67.2,5.196,20.0
692.0,20.39,2.0,0.0,0.0,86.7,45.0,190000.0,10+ years,MORTGAGE,20000.0,13.99,36,C,debt_consolidation,1323400.8,0,20.39,190000.0,20000.0,1323400.8,12.154784614286667,14.095715345063464,69.2,4.078,20.0
742.0,23.6,0.0,4.0,0.0,30.0,30.0,65000.0,10+ years,RENT,17000.0,9.76,36,B,debt_consolidation,519569.0,1,23.6,65000.0,17000.0,519569.0,11.082157933374816,13.160754900720871,74.2,4.720000000000001,17.0
772.0,11.19,0.0,1.0,0.0,15.1,20.0,125000.0,4 years,RENT,14000.0,6.62,36,A,debt_consolidation,2144089.6,0,11.19,125000.0,14000.0,2144089.6,11.736077016252437,14.578225591344385,77.2,2.238,14.0
707.0,34.76,0.0,0.0,0.0,71.1,53.0,108040.0,,MORTGAGE,14000.0,12.12,36,B,credit_card,1323400.8,0,31.694400000000005,108040.0,14000.0,1323400.8,11.59026606369489,14.095715345063464,70.7,6.338880000000001,14.0
747.0,24.76,0.0,0.0,0.0,53.6,18.0,19000.0,< 1 year,RENT,9450.0,6.62,36,A,other,768722.9,0,24.76,19000.0,9450.0,768722.9,9.852246888342531,13.552485845448977,74.7,4.952,9.45
682.0,10.96,0.0,0.0,0.0,72.7,12.0,60000.0,2 years,RENT,14675.0,13.11,36,B,wedding,2144089.6,0,10.96,60000.0,14675.0,2144089.6,11.002116507732017,14.578225591344385,68.2,2.192,14.675
677.0,30.36,0.0,0.0,0.0,76.9,32.0,38000.0,,RENT,18550.0,14.65,36,C,debt_consolidation,2144089.6,0,30.36,38000.0,18550.0,2144089.6,10.545367754151743,14.578225591344385,67.7,6.072,18.55
672.0,16.51,0.0,1.0,0.0,65.8,12.0,33500.0,6 years,RENT,10000.0,15.81,36,C,debt_consolidation,519569.0,0,16.51,33500.0,10000.0,519569.0,10.419330568113901,13.160754900720871,67.2,3.3020000000000005,10.0
682.0,19.61,0.0,3.0,0.0,72.2,27.0,72500.0,< 1 year,MORTGAGE,35000.0,22.45,60,F,debt_consolidation,445120.7,1,19.61,72500.0,35000.0,445120.7,11.19135563385109,13.006100760325612,68.2,3.9219999999999997,35.0
687.0,30.87,0.0,1.0,0.0,91.6,38.0,50400.0,,MORTGAGE,6325.0,14.65,36,C,debt_consolidation,128764.2,0,30.87,50400.0,6325.0,128764.2,10.827766295132466,11.765738103706484,68.7,6.174,6.325
662.0,22.76,2.0,3.0,0.0,42.8,33.0,34213.32,,MORTGAGE,1825.0,16.29,36,C,debt_consolidation,439539.7,0,22.76,34213.32,1825.0,439539.7,10.440399548864974,12.993483321948231,66.2,4.5520000000000005,1.825
677.0,25.49,0.0,1.0,0.0,63.8,21.0,51416.0,,RENT,20000.0,15.81,36,C,debt_consolidation,640663.1,0,25.49,51416.0,20000.0,640663.1,10.847724136060682,13.370259012711182,67.7,5.098,20.0
677.0,29.92,0.0,3.0,0.0,84.5,18.0,45000.0,7 years,RENT,6000.0,13.99,36,C,credit_card,400623.3,0,29.92,45000.0,6000.0,400623.3,10.714439990727769,12.900776863278333,67.7,5.984,6.0
687.0,10.02,0.0,2.0,0.0,70.7,40.0,150000.0,10+ years,MORTGAGE,7300.0,13.11,36,B,debt_consolidation,273593.9,0,10.02,150000.0,7300.0,273593.9,11.918397239722838,12.51940016916035,68.7,2.004,7.3
722.0,8.6,0.0,1.0,0.0,84.4,11.0,83200.0,< 1 year,MORTGAGE,10625.0,12.12,36,B,debt_consolidation,640663.1,0,8.6,83200.0,10625.0,640663.1,11.329014645967838,13.370259012711182,72.2,1.72,10.625
672.0,15.41,1.0,0.0,1.0,63.9,18.0,80000.0,5 years,MORTGAGE,3200.0,13.67,36,B,credit_card,445120.7,0,15.41,80000.0,3200.0,445120.7,11.289794413577894,13.006100760325612,67.2,3.082,3.2
717.0,6.31,1.0,0.0,0.0,34.5,35.0,65000.0,10+ years,MORTGAGE,6500.0,7.9,36,A,other,233481.2,0,6.31,65000.0,6500.0,233481.2,11.082157933374816,12.36085683893104,71.7,1.262,6.5
687.0,18.9,1.0,3.0,0.0,69.9,31.0,120000.0,10+ years,MORTGAGE,10000.0,13.99,36,C,home_improvement,720881.5,0,18.9,120000.0,10000.0,720881.5,11.695255355062795,13.488230047696899,68.7,3.78,10.0
672.0,7.03,0.0,1.0,0.0,53.6,17.0,56000.0,10+ years,RENT,9600.0,15.81,36,C,debt_consolidation,173238.8,0,7.03,56000.0,9600.0,173238.8,10.933124826700707,12.06242626849783,67.2,1.4060000000000001,9.6
722.0,6.0,0.0,1.0,0.0,7.9,12.0,13000.0,,OWN,6000.0,8.9,36,A,major_purchase,418742.3,0,6.0,16000.0,6000.0,418742.3,9.680406499268875,12.94501097389265,72.2,1.2,6.0
682.0,5.18,0.0,1.0,0.0,83.5,16.0,70000.0,10+ years,MORTGAGE,24000.0,21.48,60,E,debt_consolidation,540882.4,0,5.18,70000.0,24000.0,540882.4,11.156264806643742,13.200957158968144,68.2,1.036,24.0
747.0,4.64,0.0,1.0,0.0,22.9,19.0,23533.12,6 years,RENT,4325.0,7.62,36,A,debt_consolidation,334555.5,0,4.64,23533.12,4325.0,334555.5,10.066206562016568,12.72055806406985,74.7,0.9279999999999999,4.325
702.0,28.34,0.0,0.0,0.0,91.9,26.0,66000.0,2 years,RENT,16000.0,13.67,36,B,credit_card,273593.9,0,28.34,66000.0,16000.0,273593.9,11.097425172408931,12.51940016916035,70.2,5.668,16.0
817.0,0.77,0.0,3.0,0.0,2.5,28.0,125000.0,< 1 year,OWN,30800.0,7.9,36,A,small_business,2144089.6,0,1.05,125000.0,30800.0,2144089.6,11.736077016252437,14.578225591344385,81.7,0.21000000000000002,30.8
672.0,10.31,0.0,0.0,0.0,73.0,21.0,90000.0,6 years,RENT,6000.0,13.11,36,B,debt_consolidation,768722.9,0,10.31,90000.0,6000.0,768722.9,11.407576060361786,13.552485845448977,67.2,2.0620000000000003,6.0
667.0,17.54,2.0,0.0,0.0,66.8,28.0,60000.0,10+ years,MORTGAGE,6000.0,13.99,36,C,home_improvement,296272.5,1,17.54,60000.0,6000.0,296272.5,11.002116507732017,12.59903491791456,66.7,3.508,6.0
792.0,2.87,0.0,2.0,0.0,19.1,34.0,60000.0,8 years,RENT,10000.0,6.03,36,A,debt_consolidation,2144089.6,0,2.87,60000.0,10000.0,2144089.6,11.002116507732017,14.578225591344385,79.2,0.5740000000000001,10.0
677.0,27.73,0.0,0.0,0.0,76.1,15.0,36000.0,8 years,RENT,8000.0,13.67,36,B,debt_consolidation,2144089.6,0,27.73,36000.0,8000.0,2144089.6,10.491301994830229,14.578225591344385,67.7,5.546,8.0
702.0,7.06,1.0,0.0,0.0,45.8,26.0,70000.0,10+ years,MORTGAGE,15000.0,12.12,36,B,debt_consolidation,443566.1,0,7.06,70000.0,15000.0,443566.1,11.156264806643742,13.0026021113398,70.2,1.412,15.0
